p1,p2,dg,tm,type,pool
cluster_1_amp1_LEFT,cluster_1285_amp1_LEFT,-11.341649747065182,37.37393551576628,heterodimer,all
cluster_1_amp1_LEFT,cluster_2992_amp1_RIGHT,-25.15865449412106,60.963657470211444,heterodimer,all
cluster_1_amp1_RIGHT,cluster_52_amp1_LEFT,-9.05483983137575,28.414549754769553,heterodimer,all
cluster_2_amp1_LEFT,cluster_2510_amp1_LEFT,-10.824733704908372,36.081338901322056,heterodimer,all
cluster_2_amp1_LEFT,cluster_2993_amp1_RIGHT,-14.250995975983663,45.304175287278895,heterodimer,all
cluster_2_amp1_RIGHT,cluster_1941_amp1_LEFT,-11.701288518140515,38.5751656358986,heterodimer,all
cluster_2_amp1_RIGHT,cluster_2237_amp1_LEFT,-12.367774747062096,40.49805694403631,heterodimer,all
cluster_4_amp1_LEFT,cluster_1145_amp1_LEFT,-9.769684831375757,30.95956231828484,heterodimer,all
cluster_4_amp1_LEFT,cluster_1918_amp1_RIGHT,-9.20132860245728,28.748539627207265,heterodimer,all
cluster_4_amp1_LEFT,cluster_2614_amp1_LEFT,-9.016738602454177,27.631669431635544,heterodimer,all
cluster_4_amp1_LEFT,cluster_2745_amp1_LEFT,-9.588918602457262,30.033749759737077,heterodimer,all
cluster_4_amp1_LEFT,cluster_2801_amp1_RIGHT,-9.65377360245728,30.697421846758516,heterodimer,all
cluster_4_amp1_LEFT,cluster_2903_amp1_LEFT,-9.016738602454177,27.631669431635544,heterodimer,all
cluster_4_amp1_LEFT,cluster_3217_amp1_LEFT,-9.769684831375757,30.95956231828484,heterodimer,all
cluster_4_amp1_LEFT,cluster_3269_amp1_RIGHT,-9.65377360245728,30.697421846758516,heterodimer,all
cluster_4_amp1_RIGHT,cluster_260_amp1_LEFT,-12.074824891669996,39.03964376497146,heterodimer,all
cluster_4_amp1_RIGHT,cluster_689_amp1_LEFT,-10.306982289218912,33.82290987229345,heterodimer,all
cluster_4_amp1_RIGHT,cluster_898_amp1_RIGHT,-10.133602475983658,33.90631590701162,heterodimer,all
cluster_4_amp1_RIGHT,cluster_959_amp1_RIGHT,-9.640691060300451,31.447447671429018,heterodimer,all
cluster_4_amp1_RIGHT,cluster_2398_amp1_LEFT,-10.306982289218912,33.82290987229345,heterodimer,all
cluster_4_amp1_RIGHT,cluster_2688_amp1_RIGHT,-10.003047289222028,33.19764481333982,heterodimer,all
cluster_4_amp1_RIGHT,cluster_3145_amp1_RIGHT,-10.003047289222028,33.19764481333982,heterodimer,all
cluster_5_amp1_LEFT,cluster_898_amp1_RIGHT,-9.409047289218929,30.52269278203721,heterodimer,all
cluster_5_amp1_LEFT,cluster_2024_amp1_LEFT,-9.393555789222038,31.349902708572017,heterodimer,all
cluster_6_amp1_LEFT,cluster_155_amp1_LEFT,-9.37560097598366,31.155029141159105,heterodimer,all
cluster_6_amp1_LEFT,cluster_1292_amp1_RIGHT,-9.383658602457276,29.427175536408413,heterodimer,all
cluster_6_amp1_LEFT,cluster_3137_amp1_RIGHT,-9.96781483137574,32.294366614964474,heterodimer,all
cluster_6_amp1_LEFT,cluster_3187_amp1_LEFT,-9.37560097598366,31.155029141159105,heterodimer,all
cluster_6_amp1_RIGHT,cluster_1401_amp1_RIGHT,-9.405522373535685,29.192712477862017,heterodimer,all
cluster_6_amp1_RIGHT,cluster_3295_amp1_LEFT,-9.293384475983679,31.803077575345696,heterodimer,all
cluster_8_amp1_LEFT,cluster_1827_amp1_LEFT,-9.044864831372651,27.050641610989715,heterodimer,all
cluster_9_amp1_LEFT,cluster_922_amp1_RIGHT,-9.565238247062094,32.04707075494326,heterodimer,all
cluster_9_amp1_LEFT,cluster_1040_amp1_RIGHT,-9.565238247062094,32.04707075494326,heterodimer,all
cluster_9_amp1_LEFT,cluster_1076_amp1_RIGHT,-9.565238247062094,32.04707075494326,heterodimer,all
cluster_9_amp1_LEFT,cluster_1115_amp1_RIGHT,-9.565238247062094,32.04707075494326,heterodimer,all
cluster_9_amp1_RIGHT,cluster_2179_amp1_LEFT,-10.355774831375754,33.398827190909,heterodimer,all
cluster_11_amp1_RIGHT,cluster_222_amp1_LEFT,-9.547319831375745,30.285898336037917,heterodimer,all
cluster_11_amp1_RIGHT,cluster_2362_amp1_LEFT,-9.547319831375745,30.285898336037917,heterodimer,all
cluster_11_amp1_RIGHT,cluster_2610_amp1_LEFT,-12.933803518140499,42.76191802417583,heterodimer,all
cluster_11_amp1_RIGHT,cluster_2899_amp1_LEFT,-12.933803518140499,42.76191802417583,heterodimer,all
cluster_13_amp1_LEFT,cluster_186_amp1_RIGHT,-9.238037373535699,28.081858652520225,heterodimer,all
cluster_13_amp1_LEFT,cluster_517_amp1_LEFT,-9.469742247062095,31.420111584305232,heterodimer,all
cluster_13_amp1_LEFT,cluster_2660_amp1_RIGHT,-9.238037373535699,28.081858652520225,heterodimer,all
cluster_13_amp1_RIGHT,cluster_611_amp1_LEFT,-9.533907373535701,29.87247826369611,heterodimer,all
cluster_13_amp1_RIGHT,cluster_687_amp1_RIGHT,-9.1690523735326,27.766609866633985,heterodimer,all
cluster_13_amp1_RIGHT,cluster_708_amp1_LEFT,-9.075812373532594,26.472014586186447,heterodimer,all
cluster_13_amp1_RIGHT,cluster_865_amp1_LEFT,-9.462662373535698,29.18292284342715,heterodimer,all
cluster_13_amp1_RIGHT,cluster_1139_amp1_LEFT,-11.080662289215834,36.50866788646982,heterodimer,all
cluster_13_amp1_RIGHT,cluster_2296_amp1_LEFT,-9.075812373532594,26.472014586186447,heterodimer,all
cluster_13_amp1_RIGHT,cluster_2396_amp1_RIGHT,-9.1690523735326,27.766609866633985,heterodimer,all
cluster_13_amp1_RIGHT,cluster_2860_amp1_RIGHT,-9.08948360245418,28.006724441328743,heterodimer,all
cluster_22_amp1_LEFT,cluster_455_amp1_RIGHT,-11.079794747062085,36.550835270676544,heterodimer,all
cluster_22_amp1_LEFT,cluster_1474_amp1_RIGHT,-9.017999831375754,28.45823056076847,heterodimer,all
cluster_22_amp1_LEFT,cluster_1728_amp1_RIGHT,-14.347000891666918,44.648942599086695,heterodimer,all
cluster_22_amp1_LEFT,cluster_1798_amp1_LEFT,-10.255536060297338,33.4616080932534,heterodimer,all
cluster_22_amp1_LEFT,cluster_1827_amp1_RIGHT,-9.049014831378852,28.575502332524536,heterodimer,all
cluster_22_amp1_LEFT,cluster_1891_amp1_LEFT,-10.255536060297338,33.4616080932534,heterodimer,all
cluster_22_amp1_LEFT,cluster_2180_amp1_RIGHT,-9.017999831375754,28.45823056076847,heterodimer,all
cluster_22_amp1_LEFT,cluster_2208_amp1_RIGHT,-9.017999831375754,28.45823056076847,heterodimer,all
cluster_22_amp1_LEFT,cluster_2471_amp1_LEFT,-10.440997289215812,34.08673292078436,heterodimer,all
cluster_22_amp1_RIGHT,cluster_1475_amp1_RIGHT,-9.692376060297349,31.267936340252447,heterodimer,all
cluster_22_amp1_RIGHT,cluster_2520_amp1_RIGHT,-9.692376060297349,31.267936340252447,heterodimer,all
cluster_24_amp1_LEFT,cluster_765_amp1_RIGHT,-9.83108237353569,30.747712412270516,heterodimer,all
cluster_24_amp1_LEFT,cluster_1572_amp1_RIGHT,-9.600021247062104,32.44933493096488,heterodimer,all
cluster_24_amp1_LEFT,cluster_2744_amp1_RIGHT,-12.804853518137417,42.4575865443548,heterodimer,all
cluster_24_amp1_LEFT,cluster_2754_amp1_RIGHT,-9.671447289215838,31.12654131006576,heterodimer,all
cluster_24_amp1_RIGHT,cluster_2589_amp1_RIGHT,-9.040496060297345,28.790268652722148,heterodimer,all
cluster_25_amp1_LEFT,cluster_2062_amp1_RIGHT,-9.898567373535698,31.31186558595539,heterodimer,all
cluster_25_amp1_LEFT,cluster_2204_amp1_LEFT,-11.13274097598056,36.72999889511601,heterodimer,all
cluster_25_amp1_LEFT,cluster_2510_amp1_RIGHT,-9.024801247058988,28.880788672864753,heterodimer,all
cluster_25_amp1_LEFT,cluster_2549_amp1_RIGHT,-9.403568602451072,28.052215646744116,heterodimer,all
cluster_25_amp1_RIGHT,cluster_2983_amp1_RIGHT,-9.501698602454184,29.493089481321704,heterodimer,all
cluster_26_amp1_LEFT,cluster_2689_amp1_RIGHT,-9.38189614461412,28.603142283711804,heterodimer,all
cluster_26_amp1_LEFT,cluster_2724_amp1_RIGHT,-9.38189614461412,28.603142283711804,heterodimer,all
cluster_26_amp1_LEFT,cluster_3146_amp1_RIGHT,-9.38189614461412,28.603142283711804,heterodimer,all
cluster_27_amp1_RIGHT,cluster_974_amp1_RIGHT,-10.284724831375751,33.212317269060236,heterodimer,all
cluster_27_amp1_RIGHT,cluster_2986_amp1_LEFT,-9.832094475980558,32.9124850596919,heterodimer,all
cluster_28_amp1_LEFT,cluster_119_amp1_LEFT,-9.98478860245728,32.03111475572945,heterodimer,all
cluster_28_amp1_LEFT,cluster_1228_amp1_RIGHT,-9.431308433826823,31.62611904520577,heterodimer,all
cluster_28_amp1_LEFT,cluster_1441_amp1_LEFT,-9.99656983137576,32.190610334648454,heterodimer,all
cluster_28_amp1_LEFT,cluster_1686_amp1_LEFT,-9.389288602454165,28.6113068805422,heterodimer,all
cluster_28_amp1_LEFT,cluster_2084_amp1_LEFT,-9.389288602454165,28.6113068805422,heterodimer,all
cluster_28_amp1_LEFT,cluster_2252_amp1_LEFT,-9.389288602454165,28.6113068805422,heterodimer,all
cluster_28_amp1_LEFT,cluster_2484_amp1_RIGHT,-24.95056949412107,60.85613165710282,heterodimer,all
cluster_28_amp1_RIGHT,cluster_161_amp1_LEFT,-25.40151449412419,61.06669834997672,heterodimer,all
cluster_28_amp1_RIGHT,cluster_170_amp1_LEFT,-25.40151449412419,61.06669834997672,heterodimer,all
cluster_28_amp1_RIGHT,cluster_1189_amp1_RIGHT,-9.224194831375753,28.56101278591541,heterodimer,all
cluster_28_amp1_RIGHT,cluster_1373_amp1_LEFT,-9.631799933823743,32.942950237562115,heterodimer,all
cluster_28_amp1_RIGHT,cluster_1409_amp1_LEFT,-25.40151449412419,61.06669834997672,heterodimer,all
cluster_28_amp1_RIGHT,cluster_1548_amp1_LEFT,-25.40151449412419,61.06669834997672,heterodimer,all
cluster_28_amp1_RIGHT,cluster_1562_amp1_LEFT,-25.40151449412419,61.06669834997672,heterodimer,all
cluster_28_amp1_RIGHT,cluster_2211_amp1_LEFT,-9.631799933823743,32.942950237562115,heterodimer,all
cluster_28_amp1_RIGHT,cluster_3061_amp1_LEFT,-25.40151449412419,61.06669834997672,heterodimer,all
cluster_28_amp1_RIGHT,cluster_3193_amp1_LEFT,-25.40151449412419,61.06669834997672,heterodimer,all
cluster_28_amp1_RIGHT,cluster_3211_amp1_LEFT,-25.40151449412419,61.06669834997672,heterodimer,all
cluster_28_amp1_RIGHT,cluster_3225_amp1_LEFT,-17.058408433829943,50.976224435737436,heterodimer,all
cluster_28_amp1_RIGHT,cluster_3261_amp1_LEFT,-17.058408433829943,50.976224435737436,heterodimer,all
cluster_29_amp1_LEFT,cluster_294_amp1_RIGHT,-11.548530620591585,37.840181036005504,heterodimer,all
cluster_29_amp1_LEFT,cluster_331_amp1_RIGHT,-11.548530620591585,37.840181036005504,heterodimer,all
cluster_29_amp1_LEFT,cluster_1229_amp1_RIGHT,-16.401013349513175,49.40776293515188,heterodimer,all
cluster_29_amp1_LEFT,cluster_1375_amp1_LEFT,-9.00268466274842,30.861505934746276,heterodimer,all
cluster_29_amp1_LEFT,cluster_1444_amp1_LEFT,-9.693613602457269,30.150643683099133,heterodimer,all
cluster_29_amp1_LEFT,cluster_1473_amp1_LEFT,-9.693613602457269,30.150643683099133,heterodimer,all
cluster_29_amp1_LEFT,cluster_2053_amp1_RIGHT,-9.289354018143596,30.855029472472665,heterodimer,all
cluster_29_amp1_LEFT,cluster_2139_amp1_RIGHT,-11.548530620591585,37.840181036005504,heterodimer,all
cluster_29_amp1_LEFT,cluster_2213_amp1_LEFT,-9.00268466274842,30.861505934746276,heterodimer,all
cluster_29_amp1_LEFT,cluster_2485_amp1_RIGHT,-11.548530620591585,37.840181036005504,heterodimer,all
cluster_29_amp1_LEFT,cluster_2911_amp1_RIGHT,-10.291508518140501,33.85100437124953,heterodimer,all
cluster_29_amp1_RIGHT,cluster_146_amp1_RIGHT,-9.335542289215825,29.644720094338084,heterodimer,all
cluster_29_amp1_RIGHT,cluster_162_amp1_LEFT,-17.153653349510073,50.48588174610501,heterodimer,all
cluster_29_amp1_RIGHT,cluster_932_amp1_LEFT,-9.011307289218923,29.41225407511712,heterodimer,all
cluster_29_amp1_RIGHT,cluster_1262_amp1_LEFT,-9.6910747470621,32.0394839438834,heterodimer,all
cluster_29_amp1_RIGHT,cluster_1447_amp1_LEFT,-11.512635975983692,37.90555720421855,heterodimer,all
cluster_29_amp1_RIGHT,cluster_1549_amp1_LEFT,-12.262514747062086,40.09940805429062,heterodimer,all
cluster_29_amp1_RIGHT,cluster_1863_amp1_RIGHT,-9.335542289215825,29.644720094338084,heterodimer,all
cluster_29_amp1_RIGHT,cluster_3124_amp1_LEFT,-9.6910747470621,32.0394839438834,heterodimer,all
cluster_29_amp1_RIGHT,cluster_3178_amp1_RIGHT,-9.335542289215825,29.644720094338084,heterodimer,all
cluster_29_amp1_RIGHT,cluster_3194_amp1_LEFT,-17.153653349510073,50.48588174610501,heterodimer,all
cluster_30_amp1_LEFT,cluster_155_amp1_RIGHT,-9.454948704902126,31.08097345367844,heterodimer,all
cluster_30_amp1_LEFT,cluster_161_amp1_RIGHT,-9.518696060300455,30.872631502161028,heterodimer,all
cluster_30_amp1_LEFT,cluster_170_amp1_RIGHT,-9.518696060300455,30.872631502161028,heterodimer,all
cluster_30_amp1_LEFT,cluster_295_amp1_RIGHT,-25.22331449412418,61.25823474513322,heterodimer,all
cluster_30_amp1_LEFT,cluster_332_amp1_RIGHT,-25.22331449412418,61.25823474513322,heterodimer,all
cluster_30_amp1_LEFT,cluster_943_amp1_RIGHT,-25.22331449412418,61.25823474513322,heterodimer,all
cluster_30_amp1_LEFT,cluster_1101_amp1_LEFT,-10.324389831378852,33.50041700969052,heterodimer,all
cluster_30_amp1_LEFT,cluster_1230_amp1_RIGHT,-25.22331449412418,61.25823474513322,heterodimer,all
cluster_30_amp1_LEFT,cluster_1308_amp1_LEFT,-12.092449475986767,39.290428476398006,heterodimer,all
cluster_30_amp1_LEFT,cluster_1399_amp1_RIGHT,-9.692332289222017,32.223885757057474,heterodimer,all
cluster_30_amp1_LEFT,cluster_1409_amp1_RIGHT,-9.518696060300455,30.872631502161028,heterodimer,all
cluster_30_amp1_LEFT,cluster_1548_amp1_RIGHT,-9.518696060300455,30.872631502161028,heterodimer,all
cluster_30_amp1_LEFT,cluster_1562_amp1_RIGHT,-9.518696060300455,30.872631502161028,heterodimer,all
cluster_30_amp1_LEFT,cluster_1754_amp1_LEFT,-9.381967289215819,29.549440228110143,heterodimer,all
cluster_30_amp1_LEFT,cluster_1955_amp1_RIGHT,-9.620018704908361,32.84104774370877,heterodimer,all
cluster_30_amp1_LEFT,cluster_2363_amp1_LEFT,-10.324389831378852,33.50041700969052,heterodimer,all
cluster_30_amp1_LEFT,cluster_2486_amp1_RIGHT,-25.22331449412418,61.25823474513322,heterodimer,all
cluster_30_amp1_LEFT,cluster_3061_amp1_RIGHT,-9.518696060300455,30.872631502161028,heterodimer,all
cluster_30_amp1_LEFT,cluster_3187_amp1_RIGHT,-9.454948704902126,31.08097345367844,heterodimer,all
cluster_30_amp1_LEFT,cluster_3193_amp1_RIGHT,-9.518696060300455,30.872631502161028,heterodimer,all
cluster_30_amp1_LEFT,cluster_3211_amp1_RIGHT,-9.518696060300455,30.872631502161028,heterodimer,all
cluster_30_amp1_RIGHT,cluster_93_amp1_RIGHT,-10.486682289222022,34.46888933377221,heterodimer,all
cluster_30_amp1_RIGHT,cluster_163_amp1_LEFT,-18.881927120594685,52.94329508333385,heterodimer,all
cluster_30_amp1_RIGHT,cluster_174_amp1_LEFT,-9.68711606030044,31.4243793643397,heterodimer,all
cluster_30_amp1_RIGHT,cluster_805_amp1_LEFT,-9.609783602454176,30.14950107181778,heterodimer,all
cluster_30_amp1_RIGHT,cluster_905_amp1_LEFT,-9.850995975983663,33.28604526670489,heterodimer,all
cluster_30_amp1_RIGHT,cluster_1401_amp1_RIGHT,-9.457406060294234,29.839496894127933,heterodimer,all
cluster_30_amp1_RIGHT,cluster_1564_amp1_LEFT,-18.881927120594685,52.94329508333385,heterodimer,all
cluster_30_amp1_RIGHT,cluster_3195_amp1_LEFT,-18.881927120594685,52.94329508333385,heterodimer,all
cluster_30_amp1_RIGHT,cluster_3215_amp1_LEFT,-9.68711606030044,31.4243793643397,heterodimer,all
cluster_30_amp1_RIGHT,cluster_3226_amp1_LEFT,-18.881927120594685,52.94329508333385,heterodimer,all
cluster_31_amp1_LEFT,cluster_61_amp1_RIGHT,-10.179989747062063,33.776032128394434,heterodimer,all
cluster_31_amp1_LEFT,cluster_296_amp1_RIGHT,-16.7203108916669,50.296882845377695,heterodimer,all
cluster_31_amp1_LEFT,cluster_411_amp1_LEFT,-9.34092983137886,29.53343792053016,heterodimer,all
cluster_31_amp1_LEFT,cluster_944_amp1_RIGHT,-25.006209494117968,60.853338697348875,heterodimer,all
cluster_31_amp1_LEFT,cluster_1341_amp1_RIGHT,-11.79746106030044,38.99337123320174,heterodimer,all
cluster_31_amp1_LEFT,cluster_1629_amp1_RIGHT,-25.006209494117968,60.853338697348875,heterodimer,all
cluster_31_amp1_LEFT,cluster_1938_amp1_RIGHT,-10.83636606029424,35.641163077445185,heterodimer,all
cluster_31_amp1_LEFT,cluster_1953_amp1_RIGHT,-9.68586447598676,32.82804908438669,heterodimer,all
cluster_31_amp1_LEFT,cluster_1971_amp1_RIGHT,-9.68586447598676,32.82804908438669,heterodimer,all
cluster_31_amp1_LEFT,cluster_1982_amp1_RIGHT,-10.83636606029424,35.641163077445185,heterodimer,all
cluster_31_amp1_LEFT,cluster_2052_amp1_RIGHT,-9.797504831375765,31.105324415511518,heterodimer,all
cluster_31_amp1_LEFT,cluster_2194_amp1_RIGHT,-9.68586447598676,32.82804908438669,heterodimer,all
cluster_31_amp1_LEFT,cluster_2223_amp1_RIGHT,-9.68586447598676,32.82804908438669,heterodimer,all
cluster_31_amp1_LEFT,cluster_2234_amp1_RIGHT,-10.83636606029424,35.641163077445185,heterodimer,all
cluster_31_amp1_LEFT,cluster_2455_amp1_LEFT,-9.573687204905248,32.80995031635263,heterodimer,all
cluster_31_amp1_LEFT,cluster_2629_amp1_RIGHT,-9.68586447598676,32.82804908438669,heterodimer,all
cluster_31_amp1_RIGHT,cluster_164_amp1_LEFT,-17.768255891673107,51.63677358744468,heterodimer,all
cluster_31_amp1_RIGHT,cluster_1551_amp1_LEFT,-17.768255891673107,51.63677358744468,heterodimer,all
cluster_31_amp1_RIGHT,cluster_1565_amp1_LEFT,-17.768255891673107,51.63677358744468,heterodimer,all
cluster_31_amp1_RIGHT,cluster_2087_amp1_LEFT,-9.249579831375755,29.440580902059935,heterodimer,all
cluster_31_amp1_RIGHT,cluster_2255_amp1_LEFT,-9.249579831375755,29.440580902059935,heterodimer,all
cluster_31_amp1_RIGHT,cluster_3196_amp1_LEFT,-17.768255891673107,51.63677358744468,heterodimer,all
cluster_31_amp1_RIGHT,cluster_3232_amp1_LEFT,-17.768255891673107,51.63677358744468,heterodimer,all
cluster_32_amp1_LEFT,cluster_77_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_139_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_178_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_297_amp1_RIGHT,-24.93609449412109,60.976748373970395,heterodimer,all
cluster_32_amp1_LEFT,cluster_304_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_333_amp1_RIGHT,-24.93609449412109,60.976748373970395,heterodimer,all
cluster_32_amp1_LEFT,cluster_337_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_399_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_480_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_507_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_527_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_573_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_601_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_633_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_658_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_696_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_793_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_824_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_949_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_991_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1068_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1107_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1148_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1212_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1305_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1379_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1415_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1779_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1809_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_1899_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_2142_amp1_RIGHT,-24.93609449412109,60.976748373970395,heterodimer,all
cluster_32_amp1_LEFT,cluster_2249_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_2367_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_2405_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_2434_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_2488_amp1_RIGHT,-24.93609449412109,60.976748373970395,heterodimer,all
cluster_32_amp1_LEFT,cluster_2495_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_2566_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_2882_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_3027_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_3067_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_3171_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_3202_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_3229_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_3238_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_3245_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_LEFT,cluster_3252_amp1_RIGHT,-9.429084831375752,29.659420082810982,heterodimer,all
cluster_32_amp1_RIGHT,cluster_1143_amp1_LEFT,-13.026740975983689,42.2159261096582,heterodimer,all
cluster_32_amp1_RIGHT,cluster_2071_amp1_LEFT,-12.224914747065196,40.13667465069483,heterodimer,all
cluster_34_amp1_LEFT,cluster_65_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_LEFT,cluster_532_amp1_RIGHT,-9.025694831375754,27.309217944268994,heterodimer,all
cluster_34_amp1_LEFT,cluster_553_amp1_RIGHT,-9.025694831375754,27.309217944268994,heterodimer,all
cluster_34_amp1_LEFT,cluster_868_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_LEFT,cluster_986_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_LEFT,cluster_1065_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_LEFT,cluster_1292_amp1_RIGHT,-9.024823602454184,27.902541212536335,heterodimer,all
cluster_34_amp1_LEFT,cluster_1511_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_LEFT,cluster_1573_amp1_RIGHT,-10.120522289222034,33.37863935854136,heterodimer,all
cluster_34_amp1_LEFT,cluster_1680_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_LEFT,cluster_1776_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_LEFT,cluster_2708_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_LEFT,cluster_2735_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_LEFT,cluster_2833_amp1_RIGHT,-10.50135597598675,34.78923282497527,heterodimer,all
cluster_34_amp1_LEFT,cluster_3165_amp1_RIGHT,-9.718830975986755,32.11812803457548,heterodimer,all
cluster_34_amp1_RIGHT,cluster_162_amp1_RIGHT,-9.19380860245417,28.607727628663156,heterodimer,all
cluster_34_amp1_RIGHT,cluster_3194_amp1_RIGHT,-9.19380860245417,28.607727628663156,heterodimer,all
cluster_35_amp1_LEFT,cluster_260_amp1_RIGHT,-10.044124831375754,32.30975268223955,heterodimer,all
cluster_35_amp1_LEFT,cluster_1400_amp1_LEFT,-9.327069560300442,30.73447280527955,heterodimer,all
cluster_35_amp1_LEFT,cluster_1441_amp1_LEFT,-9.87872483137886,32.32182075571228,heterodimer,all
cluster_35_amp1_LEFT,cluster_2753_amp1_RIGHT,-10.689614831375758,34.922192396364494,heterodimer,all
cluster_35_amp1_RIGHT,cluster_423_amp1_LEFT,-9.031354475986765,31.09787473258649,heterodimer,all
cluster_36_amp1_LEFT,cluster_2024_amp1_LEFT,-12.000904475983683,39.104609259479844,heterodimer,all
cluster_36_amp1_LEFT,cluster_2529_amp1_RIGHT,-24.50983826520259,60.61421563155977,heterodimer,all
cluster_36_amp1_LEFT,cluster_2766_amp1_RIGHT,-22.10318580735632,57.46364297488924,heterodimer,all
